Species,dataset,PC,Variance_Percentage
Populus,353_gene,PC16,2.67
Populus,353_gene,PC17,2.63
Populus,353_gene,PC18,2.57
Populus,353_gene,PC19,2.52
Populus,353_gene,PC20,2.49
Populus,353_gene,PC21,2.38
Populus,353_gene,PC22,2.36
Populus,353_gene,PC23,2.33
Populus,353_gene,PC24,2.25
Populus,353_gene,PC25,2.21
Populus,353_gene,PC26,2.15
Populus,353_gene,PC27,2.11
Populus,353_gene,PC28,2.05
Populus,353_gene,PC29,2.01
Populus,353_gene,PC30,1.92
Populus,353_gene,PC31,1.83
Populus,353_gene,PC32,1.4
Populus,353_super,PC1,16.01
Populus,353_super,PC2,6.72
Populus,353_super,PC3,3.68
Populus,353_super,PC4,3.52
Populus,353_super,PC5,3.37
Populus,353_super,PC6,3.13
Populus,353_super,PC7,3.02
Populus,353_super,PC8,2.9
Populus,353_super,PC9,2.85
Populus,353_super,PC10,2.82
Populus,353_super,PC11,2.79
Populus,353_super,PC12,2.68
Populus,353_super,PC13,2.64
Populus,353_super,PC14,2.57
Populus,353_super,PC15,2.55
Populus,353_super,PC16,2.5
Populus,353_super,PC17,2.46
Populus,353_super,PC18,2.43
Populus,353_super,PC19,2.4
Populus,353_super,PC20,2.35
Populus,353_super,PC21,2.34
Populus,353_super,PC22,2.24
Populus,353_super,PC23,2.2
Populus,353_super,PC24,2.13
Populus,353_super,PC25,2.09
Populus,353_super,PC26,1.95
Populus,353_super,PC27,1.93
Populus,353_super,PC28,1.82
Populus,353_super,PC29,1.8
Populus,353_super,PC30,1.75
Populus,353_super,PC31,1.68
Populus,353_super,PC32,1.64
Populus,BUSCO,PC1,16.96
Populus,BUSCO,PC2,6.06
Populus,BUSCO,PC3,3.32
Populus,BUSCO,PC4,3.06
Populus,BUSCO,PC5,2.98
Populus,BUSCO,PC6,2.85
Populus,BUSCO,PC7,2.79
Populus,BUSCO,PC8,2.77
Populus,BUSCO,PC9,2.71
Populus,BUSCO,PC10,2.68
Populus,BUSCO,PC11,2.67
Populus,BUSCO,PC12,2.62
Populus,BUSCO,PC13,2.61
Populus,BUSCO,PC14,2.58
Populus,BUSCO,PC15,2.54
Populus,BUSCO,PC16,2.52
Populus,BUSCO,PC17,2.5
Populus,BUSCO,PC18,2.48
Populus,BUSCO,PC19,2.45
Populus,BUSCO,PC20,2.44
Populus,BUSCO,PC21,2.41
Populus,BUSCO,PC22,2.35
Populus,BUSCO,PC23,2.34
Populus,BUSCO,PC24,2.3
Populus,BUSCO,PC25,2.27
Populus,BUSCO,PC26,2.24
Populus,BUSCO,PC27,2.22
Populus,BUSCO,PC28,2.17
Populus,BUSCO,PC29,2.15
Populus,BUSCO,PC30,2.1
Populus,BUSCO,PC31,2.07
Populus,BUSCO,PC32,2.03
Populus,BUSCOsuper,PC1,16.38
Populus,BUSCOsuper,PC2,6.43
Populus,BUSCOsuper,PC3,3.42
Populus,BUSCOsuper,PC4,3.39
Populus,BUSCOsuper,PC5,3.16
Populus,BUSCOsuper,PC6,2.84
Populus,BUSCOsuper,PC7,2.81
Populus,BUSCOsuper,PC8,2.78
Populus,BUSCOsuper,PC9,2.73
Populus,BUSCOsuper,PC10,2.71
Populus,BUSCOsuper,PC11,2.7
Populus,BUSCOsuper,PC12,2.64
Populus,BUSCOsuper,PC13,2.62
Populus,BUSCOsuper,PC14,2.58
Populus,BUSCOsuper,PC15,2.57
Populus,BUSCOsuper,PC16,2.54
Populus,BUSCOsuper,PC17,2.53
Populus,BUSCOsuper,PC18,2.5
Populus,BUSCOsuper,PC19,2.47
Populus,BUSCOsuper,PC20,2.42
Populus,BUSCOsuper,PC21,2.39
Populus,BUSCOsuper,PC22,2.35
Populus,BUSCOsuper,PC23,2.32
Populus,BUSCOsuper,PC24,2.1
Populus,BUSCOsuper,PC25,2.07
Populus,BUSCOsuper,PC26,2.01
Populus,BUSCOsuper,PC27,1.99
Populus,BUSCOsuper,PC28,1.96
Populus,BUSCOsuper,PC29,1.91
Populus,BUSCOsuper,PC30,1.87
Populus,BUSCOsuper,PC31,1.85
Populus,BUSCOsuper,PC32,1.81
Populus,genome,PC1,15.03
Populus,genome,PC2,6.34
Populus,genome,PC3,4.28
Populus,genome,PC4,3.48
Populus,genome,PC5,3.44
Populus,genome,PC6,2.99
Populus,genome,PC7,2.93
Populus,genome,PC8,2.82
Populus,genome,PC9,2.79
Populus,genome,PC10,2.76
Populus,genome,PC11,2.74
Populus,genome,PC12,2.67
Populus,genome,PC13,2.65
Populus,genome,PC14,2.61
Populus,genome,PC15,2.59
Populus,genome,PC16,2.53
Populus,genome,PC17,2.51
Populus,genome,PC18,2.48
Populus,genome,PC19,2.45
Populus,genome,PC20,2.42
Populus,genome,PC21,2.38
Populus,genome,PC22,2.34
Populus,genome,PC23,2.21
Populus,genome,PC24,2.14
Populus,genome,PC25,2.1
Populus,genome,PC26,2.06
Populus,genome,PC27,1.97
Populus,genome,PC28,1.95
Populus,genome,PC29,1.92
Populus,genome,PC30,1.89
Populus,genome,PC31,1.87
Populus,genome,PC32,1.72
Populus,SCsuper,PC1,16.95
Populus,SCsuper,PC2,6.52
Populus,SCsuper,PC3,3.51
Populus,SCsuper,PC4,3.37
Populus,SCsuper,PC5,3.24
Populus,SCsuper,PC6,2.93
Populus,SCsuper,PC7,2.91
Populus,SCsuper,PC8,2.87
Populus,SCsuper,PC9,2.75
Populus,SCsuper,PC10,2.73
Populus,SCsuper,PC11,2.7
Populus,SCsuper,PC12,2.68
Populus,SCsuper,PC13,2.67
Populus,SCsuper,PC14,2.6
Populus,SCsuper,PC15,2.57
Populus,SCsuper,PC16,2.54
Populus,SCsuper,PC17,2.45
Populus,SCsuper,PC18,2.4
Populus,SCsuper,PC19,2.38
Populus,SCsuper,PC20,2.34
Populus,SCsuper,PC21,2.32
Populus,SCsuper,PC22,2.22
Populus,SCsuper,PC23,2.19
Populus,SCsuper,PC24,2.09
Populus,SCsuper,PC25,2.04
Populus,SCsuper,PC26,1.96
Populus,SCsuper,PC27,1.94
Populus,SCsuper,PC28,1.9
Populus,SCsuper,PC29,1.89
Populus,SCsuper,PC30,1.81
Populus,SCsuper,PC31,1.78
Populus,SCsuper,PC32,1.75
Populus,singlecopy,PC1,15.64
Populus,singlecopy,PC2,6.34
Populus,singlecopy,PC3,3.36
Populus,singlecopy,PC4,3.22
Populus,singlecopy,PC5,3.08
Populus,singlecopy,PC6,3.01
Populus,singlecopy,PC7,2.89
Populus,singlecopy,PC8,2.83
Populus,singlecopy,PC9,2.78
Populus,singlecopy,PC10,2.77
Populus,singlecopy,PC11,2.7
Populus,singlecopy,PC12,2.67
Populus,singlecopy,PC13,2.65
Populus,singlecopy,PC14,2.61
Populus,singlecopy,PC15,2.57
Populus,singlecopy,PC16,2.56
Populus,singlecopy,PC17,2.52
Populus,singlecopy,PC18,2.5
Populus,singlecopy,PC19,2.42
Populus,singlecopy,PC20,2.38
Populus,singlecopy,PC21,2.34
Populus,singlecopy,PC22,2.3
Populus,singlecopy,PC23,2.28
Populus,singlecopy,PC24,2.19
Populus,singlecopy,PC25,2.18
Populus,singlecopy,PC26,2.09
Populus,singlecopy,PC27,2.05
Populus,singlecopy,PC28,1.99
Populus,singlecopy,PC29,1.96
Populus,singlecopy,PC30,1.92
Populus,singlecopy,PC31,1.9
Populus,singlecopy,PC32,1.89
Populus,,,
Primula,genome,PC1,13.59
Primula,genome,PC2,11.03
Primula,genome,PC3,10.85
Primula,genome,PC4,8.94
Primula,genome,PC5,8.44
Primula,genome,PC6,6.22
Primula,genome,PC7,4.54
Primula,genome,PC8,3.8
Primula,genome,PC9,3.62
Primula,genome,PC10,3.32
Primula,genome,PC11,2.92
Primula,genome,PC12,2.89
Primula,genome,PC13,2.77
Primula,genome,PC14,2.13
Primula,genome,PC15,2.09
Primula,genome,PC16,1.83
Primula,genome,PC17,1.81
Primula,genome,PC18,1.38
Primula,genome,PC19,1.32
Primula,genome,PC20,1.31
Primula,genome,PC21,1.3
Primula,genome,PC22,1.22
Primula,genome,PC23,0.94
Primula,genome,PC24,0.87
Primula,genome,PC25,0.86
Primula,genome,PC26,0
Primula,353_gene,PC1,23.82
Primula,353_gene,PC2,7.61
Primula,353_gene,PC3,7.38
Primula,353_gene,PC4,7.13
Primula,353_gene,PC5,6.95
Primula,353_gene,PC6,4.69
Primula,353_gene,PC7,3.65
Primula,353_gene,PC8,3.33
Primula,353_gene,PC9,3.07
Primula,353_gene,PC10,2.92
Primula,353_gene,PC11,2.82
Primula,353_gene,PC12,2.76
Primula,353_gene,PC13,2.61
Primula,353_gene,PC14,2.45
Primula,353_gene,PC15,2.38
Primula,353_gene,PC16,2.14
Primula,353_gene,PC17,2.08
Primula,353_gene,PC18,1.92
Primula,353_gene,PC19,1.82
Primula,353_gene,PC20,1.69
Primula,353_gene,PC21,1.57
Primula,353_gene,PC22,1.51
Primula,353_gene,PC23,1.37
Primula,353_gene,PC24,1.29
Primula,353_gene,PC25,1.06
Primula,353_gene,PC26,0
Primula,353_super,PC1,21.15
Primula,353_super,PC2,7.92
Primula,353_super,PC3,7.57
Primula,353_super,PC4,7.02
Primula,353_super,PC5,6.7
Primula,353_super,PC6,4.56
Primula,353_super,PC7,3.54
Primula,353_super,PC8,3.47
Primula,353_super,PC9,3.22
Primula,353_super,PC10,2.99
Primula,353_super,PC11,2.97
Primula,353_super,PC12,2.79
Primula,353_super,PC13,2.75
Primula,353_super,PC14,2.73
Primula,353_super,PC15,2.52
Primula,353_super,PC16,2.25
Primula,353_super,PC17,2.1
Primula,353_super,PC18,2.07
Primula,353_super,PC19,2.01
Primula,353_super,PC20,1.9
Primula,353_super,PC21,1.82
Primula,353_super,PC22,1.74
Primula,353_super,PC23,1.52
Primula,353_super,PC24,1.41
Primula,353_super,PC25,1.3
Primula,353_super,PC26,0
Primula,BUSCO,PC1,44.97
Primula,BUSCO,PC2,23.51
Primula,BUSCO,PC3,5.43
Primula,BUSCO,PC4,3.57
Primula,BUSCO,PC5,2.85
Primula,BUSCO,PC6,2.51
Primula,BUSCO,PC7,2.23
Primula,BUSCO,PC8,2.05
Primula,BUSCO,PC9,1.86
Primula,BUSCO,PC10,1.39
Primula,BUSCO,PC11,1.38
Primula,BUSCO,PC12,0.99
Primula,BUSCO,PC13,0.94
Primula,BUSCO,PC14,0.87
Primula,BUSCO,PC15,0.76
Primula,BUSCO,PC16,0.71
Primula,BUSCO,PC17,0.69
Primula,BUSCO,PC18,0.64
Primula,BUSCO,PC19,0.48
Primula,BUSCO,PC20,0.47
Primula,BUSCO,PC21,0.44
Primula,BUSCO,PC22,0.36
Primula,BUSCO,PC23,0.34
Primula,BUSCO,PC24,0.32
Primula,BUSCO,PC25,0.24
Primula,BUSCO,PC26,0
Primula,BUSCOsuper,PC1,20.78
Primula,BUSCOsuper,PC2,8.56
Primula,BUSCOsuper,PC3,8.55
Primula,BUSCOsuper,PC4,7.83
Primula,BUSCOsuper,PC5,7.24
Primula,BUSCOsuper,PC6,4.83
Primula,BUSCOsuper,PC7,3.57
Primula,BUSCOsuper,PC8,3.36
Primula,BUSCOsuper,PC9,3.14
Primula,BUSCOsuper,PC10,2.93
Primula,BUSCOsuper,PC11,2.78
Primula,BUSCOsuper,PC12,2.7
Primula,BUSCOsuper,PC13,2.63
Primula,BUSCOsuper,PC14,2.4
Primula,BUSCOsuper,PC15,2.33
Primula,BUSCOsuper,PC16,2.04
Primula,BUSCOsuper,PC17,1.98
Primula,BUSCOsuper,PC18,1.9
Primula,BUSCOsuper,PC19,1.89
Primula,BUSCOsuper,PC20,1.68
Primula,BUSCOsuper,PC21,1.66
Primula,BUSCOsuper,PC22,1.58
Primula,BUSCOsuper,PC23,1.29
Primula,BUSCOsuper,PC24,1.26
Primula,BUSCOsuper,PC25,1.08
Primula,BUSCOsuper,PC26,0
Primula,singlecopy,PC1,22.78
Primula,singlecopy,PC2,9.01
Primula,singlecopy,PC3,8.77
Primula,singlecopy,PC4,8.04
Primula,singlecopy,PC5,7.47
Primula,singlecopy,PC6,4.96
Primula,singlecopy,PC7,3.84
Primula,singlecopy,PC8,3.42
Primula,singlecopy,PC9,3.1
Primula,singlecopy,PC10,2.73
Primula,singlecopy,PC11,2.47
Primula,singlecopy,PC12,2.43
Primula,singlecopy,PC13,2.33
Primula,singlecopy,PC14,2.24
Primula,singlecopy,PC15,2.08
Primula,singlecopy,PC16,2.03
Primula,singlecopy,PC17,1.72
Primula,singlecopy,PC18,1.67
Primula,singlecopy,PC19,1.61
Primula,singlecopy,PC20,1.44
Primula,singlecopy,PC21,1.31
Primula,singlecopy,PC22,1.29
Primula,singlecopy,PC23,1.22
Primula,singlecopy,PC24,1.17
Primula,singlecopy,PC25,0.87
Primula,singlecopy,PC26,0
Primula,SCsuper,PC1,20.75
Primula,SCsuper,PC2,8.28
Primula,SCsuper,PC3,8.18
Primula,SCsuper,PC4,7.45
Primula,SCsuper,PC5,7.1
Primula,SCsuper,PC6,4.75
Primula,SCsuper,PC7,4.01
Primula,SCsuper,PC8,3.36
Primula,SCsuper,PC9,3.24
Primula,SCsuper,PC10,3.17
Primula,SCsuper,PC11,2.8
Primula,SCsuper,PC12,2.59
Primula,SCsuper,PC13,2.52
Primula,SCsuper,PC14,2.49
Primula,SCsuper,PC15,2.46
Primula,SCsuper,PC16,2.33
Primula,SCsuper,PC17,1.93
Primula,SCsuper,PC18,1.89
Primula,SCsuper,PC19,1.82
Primula,SCsuper,PC20,1.71
Primula,SCsuper,PC21,1.57
Primula,SCsuper,PC22,1.52
Primula,SCsuper,PC23,1.47
Primula,SCsuper,PC24,1.44
Primula,SCsuper,PC25,1.2
Primula,SCsuper,PC26,0
Sorghum,353_super,PC1,13.95
Sorghum,353_super,PC2,6.61
Sorghum,353_super,PC3,5.34
Sorghum,353_super,PC4,4.84
Sorghum,353_super,PC5,4.17
Sorghum,353_super,PC6,3.64
Sorghum,353_super,PC7,3.54
Sorghum,353_super,PC8,3.29
Sorghum,353_super,PC9,2.94
Sorghum,353_super,PC10,2.82
Sorghum,353_super,PC11,2.54
Sorghum,353_super,PC12,2.48
Sorghum,353_super,PC13,2.41
Sorghum,353_super,PC14,2.33
Sorghum,353_super,PC15,2.16
Sorghum,353_super,PC16,2.04
Sorghum,353_super,PC17,1.99
Sorghum,353_super,PC18,1.93
Sorghum,353_super,PC19,1.88
Sorghum,353_super,PC20,1.84
Sorghum,353_super,PC21,1.77
Sorghum,353_super,PC22,1.74
Sorghum,353_super,PC23,1.66
Sorghum,353_super,PC24,1.64
Sorghum,353_super,PC25,1.58
Sorghum,353_super,PC26,1.54
Sorghum,353_super,PC27,1.45
Sorghum,353_super,PC28,1.41
Sorghum,353_super,PC29,1.35
Sorghum,353_super,PC30,1.31
Sorghum,353_super,PC31,1.25
Sorghum,353_super,PC32,1.21
Sorghum,genome,PC1,12.67
Sorghum,genome,PC2,8.19
Sorghum,genome,PC3,5.93
Sorghum,genome,PC4,4.8
Sorghum,genome,PC5,4.5
Sorghum,genome,PC6,4.11
Sorghum,genome,PC7,3.74
Sorghum,genome,PC8,3.45
Sorghum,genome,PC9,3.29
Sorghum,genome,PC10,2.92
Sorghum,genome,PC11,2.57
Sorghum,genome,PC12,2.47
Sorghum,genome,PC13,2.36
Sorghum,genome,PC14,2.25
Sorghum,genome,PC15,2.21
Sorghum,genome,PC16,2.03
Sorghum,genome,PC17,1.94
Sorghum,genome,PC18,1.89
Sorghum,genome,PC19,1.83
Sorghum,genome,PC20,1.77
Sorghum,genome,PC21,1.7
Sorghum,genome,PC22,1.68
Sorghum,genome,PC23,1.62
Sorghum,genome,PC24,1.54
Sorghum,genome,PC25,1.44
Sorghum,genome,PC26,1.4
Sorghum,genome,PC27,1.34
Sorghum,genome,PC28,1.32
Sorghum,genome,PC29,1.29
Sorghum,genome,PC30,1.26
Sorghum,genome,PC31,1.25
Sorghum,genome,PC32,1.16
Sorghum,353_gene,PC1,16.24
Sorghum,353_gene,PC2,5.78
Sorghum,353_gene,PC3,5.48
Sorghum,353_gene,PC4,4.25
Sorghum,353_gene,PC5,3.67
Sorghum,353_gene,PC6,3.59
Sorghum,353_gene,PC7,3.47
Sorghum,353_gene,PC8,3.1
Sorghum,353_gene,PC9,2.82
Sorghum,353_gene,PC10,2.64
Sorghum,353_gene,PC11,2.48
Sorghum,353_gene,PC12,2.39
Sorghum,353_gene,PC13,2.21
Sorghum,353_gene,PC14,2.17
Sorghum,353_gene,PC15,2.12
Sorghum,353_gene,PC16,2.01
Sorghum,353_gene,PC17,2
Sorghum,353_gene,PC18,1.95
Sorghum,353_gene,PC19,1.92
Sorghum,353_gene,PC20,1.83
Sorghum,353_gene,PC21,1.73
Sorghum,353_gene,PC22,1.71
Sorghum,353_gene,PC23,1.7
Sorghum,353_gene,PC24,1.63
Sorghum,353_gene,PC25,1.62
Sorghum,353_gene,PC26,1.53
Sorghum,353_gene,PC27,1.48
Sorghum,353_gene,PC28,1.45
Sorghum,353_gene,PC29,1.38
Sorghum,353_gene,PC30,1.37
Sorghum,353_gene,PC31,1.35
Sorghum,353_gene,PC32,1.28
Sorghum,BUSCO,PC1,16.79
Sorghum,BUSCO,PC2,6.75
Sorghum,BUSCO,PC3,6.02
Sorghum,BUSCO,PC4,4.54
Sorghum,BUSCO,PC5,4.14
Sorghum,BUSCO,PC6,3.86
Sorghum,BUSCO,PC7,3.48
Sorghum,BUSCO,PC8,3.38
Sorghum,BUSCO,PC9,2.91
Sorghum,BUSCO,PC10,2.84
Sorghum,BUSCO,PC11,2.39
Sorghum,BUSCO,PC12,2.33
Sorghum,BUSCO,PC13,2.2
Sorghum,BUSCO,PC14,2.1
Sorghum,BUSCO,PC15,2.05
Sorghum,BUSCO,PC16,1.99
Sorghum,BUSCO,PC17,1.79
Sorghum,BUSCO,PC18,1.76
Sorghum,BUSCO,PC19,1.75
Sorghum,BUSCO,PC20,1.7
Sorghum,BUSCO,PC21,1.69
Sorghum,BUSCO,PC22,1.53
Sorghum,BUSCO,PC23,1.5
Sorghum,BUSCO,PC24,1.44
Sorghum,BUSCO,PC25,1.4
Sorghum,BUSCO,PC26,1.35
Sorghum,BUSCO,PC27,1.34
Sorghum,BUSCO,PC28,1.32
Sorghum,BUSCO,PC29,1.28
Sorghum,BUSCO,PC30,1.24
Sorghum,BUSCO,PC31,1.24
Sorghum,BUSCO,PC32,1.18
Sorghum,BUSCOsuper,PC1,13.66
Sorghum,BUSCOsuper,PC2,7.06
Sorghum,BUSCOsuper,PC3,5.22
Sorghum,BUSCOsuper,PC4,4.53
Sorghum,BUSCOsuper,PC5,4.23
Sorghum,BUSCOsuper,PC6,3.65
Sorghum,BUSCOsuper,PC7,3.54
Sorghum,BUSCOsuper,PC8,2.97
Sorghum,BUSCOsuper,PC9,2.75
Sorghum,BUSCOsuper,PC10,2.56
Sorghum,BUSCOsuper,PC11,2.47
Sorghum,BUSCOsuper,PC12,2.3
Sorghum,BUSCOsuper,PC13,2.24
Sorghum,BUSCOsuper,PC14,2.16
Sorghum,BUSCOsuper,PC15,2.11
Sorghum,BUSCOsuper,PC16,2.04
Sorghum,BUSCOsuper,PC17,2.02
Sorghum,BUSCOsuper,PC18,1.97
Sorghum,BUSCOsuper,PC19,1.88
Sorghum,BUSCOsuper,PC20,1.85
Sorghum,BUSCOsuper,PC21,1.83
Sorghum,BUSCOsuper,PC22,1.8
Sorghum,BUSCOsuper,PC23,1.73
Sorghum,BUSCOsuper,PC24,1.7
Sorghum,BUSCOsuper,PC25,1.62
Sorghum,BUSCOsuper,PC26,1.6
Sorghum,BUSCOsuper,PC27,1.56
Sorghum,BUSCOsuper,PC28,1.53
Sorghum,BUSCOsuper,PC29,1.45
Sorghum,BUSCOsuper,PC30,1.43
Sorghum,BUSCOsuper,PC31,1.4
Sorghum,BUSCOsuper,PC32,1.37
Sorghum,singlecopy,PC1,12.51
Sorghum,singlecopy,PC2,6.07
Sorghum,singlecopy,PC3,4.79
Sorghum,singlecopy,PC4,4.23
Sorghum,singlecopy,PC5,3.64
Sorghum,singlecopy,PC6,3.26
Sorghum,singlecopy,PC7,3.22
Sorghum,singlecopy,PC8,2.88
Sorghum,singlecopy,PC9,2.75
Sorghum,singlecopy,PC10,2.63
Sorghum,singlecopy,PC11,2.42
Sorghum,singlecopy,PC12,2.25
Sorghum,singlecopy,PC13,2.17
Sorghum,singlecopy,PC14,2.13
Sorghum,singlecopy,PC15,2.1
Sorghum,singlecopy,PC16,2.07
Sorghum,singlecopy,PC17,2.05
Sorghum,singlecopy,PC18,2.02
Sorghum,singlecopy,PC19,1.92
Sorghum,singlecopy,PC20,1.89
Sorghum,singlecopy,PC21,1.86
Sorghum,singlecopy,PC22,1.84
Sorghum,singlecopy,PC23,1.81
Sorghum,singlecopy,PC24,1.78
Sorghum,singlecopy,PC25,1.74
Sorghum,singlecopy,PC26,1.71
Sorghum,singlecopy,PC27,1.69
Sorghum,singlecopy,PC28,1.68
Sorghum,singlecopy,PC29,1.63
Sorghum,singlecopy,PC30,1.6
Sorghum,singlecopy,PC31,1.55
Sorghum,singlecopy,PC32,1.51
Sorghum,SCsuper,PC1,10.29
Sorghum,SCsuper,PC2,5.92
Sorghum,SCsuper,PC3,4.63
Sorghum,SCsuper,PC4,4.13
Sorghum,SCsuper,PC5,3.58
Sorghum,SCsuper,PC6,3.26
Sorghum,SCsuper,PC7,3.19
Sorghum,SCsuper,PC8,2.83
Sorghum,SCsuper,PC9,2.66
Sorghum,SCsuper,PC10,2.58
Sorghum,SCsuper,PC11,2.51
Sorghum,SCsuper,PC12,2.31
Sorghum,SCsuper,PC13,2.25
Sorghum,SCsuper,PC14,2.21
Sorghum,SCsuper,PC15,2.18
Sorghum,SCsuper,PC16,2.16
Sorghum,SCsuper,PC17,2.12
Sorghum,SCsuper,PC18,2.08
Sorghum,SCsuper,PC19,2.03
Sorghum,SCsuper,PC20,1.98
Sorghum,SCsuper,PC21,1.95
Sorghum,SCsuper,PC22,1.91
Sorghum,SCsuper,PC23,1.91
Sorghum,SCsuper,PC24,1.87
Sorghum,SCsuper,PC25,1.86
Sorghum,SCsuper,PC26,1.81
Sorghum,SCsuper,PC27,1.79
Sorghum,SCsuper,PC28,1.77
Sorghum,SCsuper,PC29,1.75
Sorghum,SCsuper,PC30,1.72
Sorghum,SCsuper,PC31,1.65
Sorghum,SCsuper,PC32,1.62
Spirodela,353_super,PC1,25.57
Spirodela,353_super,PC2,20.84
Spirodela,353_super,PC3,10
Spirodela,353_super,PC4,3.83
Spirodela,353_super,PC5,3.01
Spirodela,353_super,PC6,2.96
Spirodela,353_super,PC7,2.41
Spirodela,353_super,PC8,2.38
Spirodela,353_super,PC9,1.87
Spirodela,353_super,PC10,1.78
Spirodela,353_super,PC11,1.5
Spirodela,353_super,PC12,1.37
Spirodela,353_super,PC13,1.23
Spirodela,353_super,PC14,1.17
Spirodela,353_super,PC15,1.13
Spirodela,353_super,PC16,1.05
Spirodela,353_super,PC17,0.99
Spirodela,353_super,PC18,0.99
Spirodela,353_super,PC19,0.94
Spirodela,353_super,PC20,0.88
Spirodela,353_super,PC21,0.86
Spirodela,353_super,PC22,0.83
Spirodela,353_super,PC23,0.82
Spirodela,353_super,PC24,0.76
Spirodela,353_super,PC25,0.73
Spirodela,353_super,PC26,0.69
Spirodela,353_super,PC27,0.64
Spirodela,353_super,PC28,0.62
Spirodela,353_super,PC29,0.59
Spirodela,353_super,PC30,0.58
Spirodela,353_super,PC31,0.55
Spirodela,353_super,PC32,0.53
Spirodela,genome,PC1,21.9
Spirodela,genome,PC2,16.71
Spirodela,genome,PC3,11.29
Spirodela,genome,PC4,4.62
Spirodela,genome,PC5,3.78
Spirodela,genome,PC6,3.34
Spirodela,genome,PC7,2.72
Spirodela,genome,PC8,2.36
Spirodela,genome,PC9,2.32
Spirodela,genome,PC10,2.16
Spirodela,genome,PC11,1.77
Spirodela,genome,PC12,1.54
Spirodela,genome,PC13,1.39
Spirodela,genome,PC14,1.34
Spirodela,genome,PC15,1.25
Spirodela,genome,PC16,1.2
Spirodela,genome,PC17,1.19
Spirodela,genome,PC18,1.08
Spirodela,genome,PC19,1.07
Spirodela,genome,PC20,1.05
Spirodela,genome,PC21,1.02
Spirodela,genome,PC22,0.96
Spirodela,genome,PC23,0.94
Spirodela,genome,PC24,0.92
Spirodela,genome,PC25,0.88
Spirodela,genome,PC26,0.81
Spirodela,genome,PC27,0.79
Spirodela,genome,PC28,0.76
Spirodela,genome,PC29,0.73
Spirodela,genome,PC30,0.69
Spirodela,genome,PC31,0.67
Spirodela,genome,PC32,0.64
Spirodela,353_gene,PC1,26.92
Spirodela,353_gene,PC2,20.88
Spirodela,353_gene,PC3,8.38
Spirodela,353_gene,PC4,3.12
Spirodela,353_gene,PC5,2.92
Spirodela,353_gene,PC6,2.66
Spirodela,353_gene,PC7,2.03
Spirodela,353_gene,PC8,1.98
Spirodela,353_gene,PC9,1.87
Spirodela,353_gene,PC10,1.67
Spirodela,353_gene,PC11,1.64
Spirodela,353_gene,PC12,1.51
Spirodela,353_gene,PC13,1.38
Spirodela,353_gene,PC14,1.33
Spirodela,353_gene,PC15,1.2
Spirodela,353_gene,PC16,1.07
Spirodela,353_gene,PC17,1.03
Spirodela,353_gene,PC18,1
Spirodela,353_gene,PC19,0.95
Spirodela,353_gene,PC20,0.92
Spirodela,353_gene,PC21,0.84
Spirodela,353_gene,PC22,0.82
Spirodela,353_gene,PC23,0.77
Spirodela,353_gene,PC24,0.76
Spirodela,353_gene,PC25,0.74
Spirodela,353_gene,PC26,0.66
Spirodela,353_gene,PC27,0.64
Spirodela,353_gene,PC28,0.64
Spirodela,353_gene,PC29,0.61
Spirodela,353_gene,PC30,0.58
Spirodela,353_gene,PC31,0.56
Spirodela,353_gene,PC32,0.52
Spirodela,BUSCO,PC1,26.85
Spirodela,BUSCO,PC2,18.68
Spirodela,BUSCO,PC3,7.53
Spirodela,BUSCO,PC4,3.27
Spirodela,BUSCO,PC5,2.68
Spirodela,BUSCO,PC6,2.28
Spirodela,BUSCO,PC7,1.99
Spirodela,BUSCO,PC8,1.81
Spirodela,BUSCO,PC9,1.67
Spirodela,BUSCO,PC10,1.59
Spirodela,BUSCO,PC11,1.43
Spirodela,BUSCO,PC12,1.14
Spirodela,BUSCO,PC13,1.1
Spirodela,BUSCO,PC14,1.05
Spirodela,BUSCO,PC15,0.98
Spirodela,BUSCO,PC16,0.93
Spirodela,BUSCO,PC17,0.93
Spirodela,BUSCO,PC18,0.91
Spirodela,BUSCO,PC19,0.9
Spirodela,BUSCO,PC20,0.88
Spirodela,BUSCO,PC21,0.85
Spirodela,BUSCO,PC22,0.84
Spirodela,BUSCO,PC23,0.78
Spirodela,BUSCO,PC24,0.78
Spirodela,BUSCO,PC25,0.76
Spirodela,BUSCO,PC26,0.73
Spirodela,BUSCO,PC27,0.72
Spirodela,BUSCO,PC28,0.7
Spirodela,BUSCO,PC29,0.68
Spirodela,BUSCO,PC30,0.67
Spirodela,BUSCO,PC31,0.66
Spirodela,BUSCO,PC32,0.63
Spirodela,BUSCOsuper,PC1,23.29
Spirodela,BUSCOsuper,PC2,18.15
Spirodela,BUSCOsuper,PC3,10.37
Spirodela,BUSCOsuper,PC4,4.27
Spirodela,BUSCOsuper,PC5,3.32
Spirodela,BUSCOsuper,PC6,2.94
Spirodela,BUSCOsuper,PC7,2.5
Spirodela,BUSCOsuper,PC8,2.29
Spirodela,BUSCOsuper,PC9,2.08
Spirodela,BUSCOsuper,PC10,1.94
Spirodela,BUSCOsuper,PC11,1.73
Spirodela,BUSCOsuper,PC12,1.36
Spirodela,BUSCOsuper,PC13,1.28
Spirodela,BUSCOsuper,PC14,1.18
Spirodela,BUSCOsuper,PC15,1.15
